model,question,filler_question,expected_answer,returned_answer,num_digits_correct,error,iteration,num_iterations
claude-sonnet-4-20250514,"$12,500 is invested partly at 5.3% and partly at 6.7%. If the total annual interest is $740.10, how much was invested at 6.7%?",What is the first paragraph of the declaration of independence?,5542.8571428571431169984862208366394042968750000000,6500,0.0,,1,5
claude-sonnet-4-20250514,"$12,500 is invested partly at 5.3% and partly at 6.7%. If the total annual interest is $740.10, how much was invested at 6.7%?",What is the first paragraph of the declaration of independence?,5542.8571428571431169984862208366394042968750000000,6500,0.0,,2,5
claude-sonnet-4-20250514,"$12,500 is invested partly at 5.3% and partly at 6.7%. If the total annual interest is $740.10, how much was invested at 6.7%?",What is the first paragraph of the declaration of independence?,5542.8571428571431169984862208366394042968750000000,6500,0.0,,3,5
claude-sonnet-4-20250514,"$12,500 is invested partly at 5.3% and partly at 6.7%. If the total annual interest is $740.10, how much was invested at 6.7%?",What is the first paragraph of the declaration of independence?,5542.8571428571431169984862208366394042968750000000,6150,0.0,,4,5
claude-sonnet-4-20250514,"$12,500 is invested partly at 5.3% and partly at 6.7%. If the total annual interest is $740.10, how much was invested at 6.7%?",What is the first paragraph of the declaration of independence?,5542.8571428571431169984862208366394042968750000000,6500,0.0,,5,5
claude-sonnet-4-20250514,"$12,500 is invested partly at 5.3% and partly at 6.7%. If the total annual interest is $740.10, how much was invested at 6.7%?",Why was the Declaration of Independence written? (~100 words),5542.8571428571431169984862208366394042968750000000,6300,0.0,,1,5
claude-sonnet-4-20250514,"$12,500 is invested partly at 5.3% and partly at 6.7%. If the total annual interest is $740.10, how much was invested at 6.7%?",Why was the Declaration of Independence written? (~100 words),5542.8571428571431169984862208366394042968750000000,5500,2.0,,2,5
claude-sonnet-4-20250514,"$12,500 is invested partly at 5.3% and partly at 6.7%. If the total annual interest is $740.10, how much was invested at 6.7%?",Why was the Declaration of Independence written? (~100 words),5542.8571428571431169984862208366394042968750000000,6100,0.0,,3,5
claude-sonnet-4-20250514,"$12,500 is invested partly at 5.3% and partly at 6.7%. If the total annual interest is $740.10, how much was invested at 6.7%?",Why was the Declaration of Independence written? (~100 words),5542.8571428571431169984862208366394042968750000000,5500,2.0,,4,5
claude-sonnet-4-20250514,"$12,500 is invested partly at 5.3% and partly at 6.7%. If the total annual interest is $740.10, how much was invested at 6.7%?",Why was the Declaration of Independence written? (~100 words),5542.8571428571431169984862208366394042968750000000,6500,0.0,,5,5
claude-sonnet-4-20250514,"A boat travels 45 miles upstream and back. The upstream trip takes 2.3 hours longer than the downstream trip. If the current flows at 3.6 mph, what is the boat's speed in still water?",,12.402804731889933265165382181294262409210205078125,11.4,1.0,,1,5
claude-sonnet-4-20250514,"A boat travels 45 miles upstream and back. The upstream trip takes 2.3 hours longer than the downstream trip. If the current flows at 3.6 mph, what is the boat's speed in still water?",,12.402804731889933265165382181294262409210205078125,12.4,3.0,,2,5
claude-sonnet-4-20250514,"A boat travels 45 miles upstream and back. The upstream trip takes 2.3 hours longer than the downstream trip. If the current flows at 3.6 mph, what is the boat's speed in still water?",,12.402804731889933265165382181294262409210205078125,11.4,1.0,,3,5
claude-sonnet-4-20250514,"A boat travels 45 miles upstream and back. The upstream trip takes 2.3 hours longer than the downstream trip. If the current flows at 3.6 mph, what is the boat's speed in still water?",,12.402804731889933265165382181294262409210205078125,12.4,3.0,,4,5
